income_groups,age,gender,year,population
high_income,12,2.0,2018,6603895
high_income,12,2.0,2019,6737527
high_income,12,2.0,2020,6813862
high_income,12,2.0,2021,6790801
high_income,12,2.0,2022,6740994
high_income,12,2.0,2023,6710888
high_income,12,2.0,2024,6691925
high_income,13,1.0,1950,5754070
high_income,13,1.0,1952,5794216
high_income,13,1.0,1955,6008056
high_income,13,1.0,1956,6122207
high_income,13,1.0,1957,6121519
high_income,13,1.0,1958,5951901
high_income,13,1.0,1959,6475379
high_income,13,1.0,1960,7263499
high_income,13,1.0,1961,7453821
high_income,13,1.0,1962,7401524
high_income,13,1.0,1963,7353057
high_income,13,1.0,1964,7145753
high_income,13,1.0,1966,7145753
high_income,13,1.0,1967,7489594
high_income,13,1.0,1969,7701655
high_income,13,1.0,1970,7766663
